Barcode,Lon,Lat,Lon_Park,Lat_Park
339,-95.24291,29.61601,-95.23676687,29.61497921
340,-95.24523,29.63246,-95.23676687,29.61497921
341,-95.25608,29.6296,-95.23676687,29.61497921
342,-95.24526,29.61264,-95.23676687,29.61497921
343,-95.23156,29.61921,-95.23676687,29.61497921
344,-95.22794,29.6091,-95.23676687,29.61497921
345,-95.25967,29.62511,-95.23676687,29.61497921
346,-95.22794,29.6091,-95.23676687,29.61497921
347,-95.2404,29.61356,-95.23676687,29.61497921
348,-95.24192,29.61425,-95.23676687,29.61497921
349,-95.24352,29.61828,-95.23676687,29.61497921
350,-95.23216,29.61306,-95.23676687,29.61497921
351,-95.22481,29.61431,-95.23676687,29.61497921
352,-95.23867,29.60704,-95.23676687,29.61497921
353,-95.23024,29.6082,-95.23676687,29.61497921
354,-95.23086,29.61522,-95.23676687,29.61497921
355,-95.22591,29.61524,-95.23676687,29.61497921
356,-95.23441,29.62227,-95.23676687,29.61497921
357,-95.25454,29.62112,-95.23676687,29.61497921
358,-95.24139,29.63237,-95.23676687,29.61497921
359,-95.23705,29.61286,-95.23676687,29.61497921
360,-95.2375,29.60746,-95.23676687,29.61497921
361,-95.243,29.60661,-95.23676687,29.61497921
362,-95.24484,29.61645,-95.23676687,29.61497921
363,-95.23614,29.62421,-95.23676687,29.61497921
364,-95.24532,29.61276,-95.23676687,29.61497921
365,-95.23254,29.61885,-95.23676687,29.61497921
366,-95.23867,29.60704,-95.23676687,29.61497921
367,-95.23705,29.61286,-95.23676687,29.61497921
368,-95.22808,29.61567,-95.23676687,29.61497921
369,-95.22591,29.61524,-95.23676687,29.61497921
370,-95.243,29.60661,-95.23676687,29.61497921
371,-95.2404,29.61356,-95.23676687,29.61497921
372,-95.24266,29.60594,-95.23676687,29.61497921
373,-95.23108,29.6129,-95.23676687,29.61497921
374,-95.25961,29.62434,-95.23676687,29.61497921
375,-95.23443,29.61824,-95.23676687,29.61497921
376,-95.2469,29.61105,-95.23676687,29.61497921
377,-95.23642,29.62421,-95.23676687,29.61497921
378,-95.2377,29.62223,-95.23676687,29.61497921
379,-95.22591,29.61524,-95.23676687,29.61497921
380,-95.24139,29.63237,-95.23676687,29.61497921
381,-95.2469,29.61105,-95.23676687,29.61497921
382,-95.23531,29.62293,-95.23676687,29.61497921
383,-95.23917,29.61362,-95.23676687,29.61497921
384,-95.2377,29.62223,-95.23676687,29.61497921
385,-95.22448,29.61879,-95.23676687,29.61497921
386,-95.23448,29.61823,-95.23676687,29.61497921
387,-95.243,29.60661,-95.23676687,29.61497921
388,-95.23614,29.60515,-95.23676687,29.61497921
389,-95.22481,29.61431,-95.23676687,29.61497921
390,-95.24244,29.61901,-95.23676687,29.61497921
391,-95.24383,29.6319,-95.23676687,29.61497921
392,-95.24523,29.63246,-95.23676687,29.61497921
393,-95.23594,29.61074,-95.23676687,29.61497921
394,-95.23112,29.61287,-95.23676687,29.61497921
395,-95.22569,29.61149,-95.23676687,29.61497921
396,-95.24352,29.61828,-95.23676687,29.61497921
397,-95.24244,29.61901,-95.23676687,29.61497921
398,-95.22591,29.61524,-95.23676687,29.61497921
399,-95.24301,29.63201,-95.23676687,29.61497921
400,-95.23024,29.6082,-95.23676687,29.61497921
401,-95.24383,29.6319,-95.23676687,29.61497921
402,-95.22591,29.61524,-95.23676687,29.61497921
403,-95.01222,29.62693,-95.01228779,29.61898829
404,-95.00322,29.61597,-95.01228779,29.61898829
405,-95.21447,29.62454,-95.21271788,29.62424338
406,-95.2131,29.63059,-95.21271788,29.62424338
407,-95.21814,29.62313,-95.21271788,29.62424338
408,-95.20116,29.61776,-95.21271788,29.62424338
409,-95.21485,29.6313,-95.21271788,29.62424338
410,-95.21434,29.6294,-95.21271788,29.62424338
411,-95.21358,29.62562,-95.21271788,29.62424338
412,-95.19624,29.6105,-95.21271788,29.62424338
413,-95.20862,29.6235,-95.21271788,29.62424338
